Lower layer Super Output Areas Code,Lower layer Super Output Areas,Observation
E01006404,Wigan 015C,3311.6
E01006405,Wigan 015D,4110.3
E01006406,Wigan 020A,3175
E01006407,Wigan 020B,1274.1
E01006408,Wigan 020C,5112.5
E01006409,Wigan 020D,6065.4
E01006410,Wigan 020E,2023.2
E01006411,Wigan 015E,2803.2
E01006412,Knowsley 006A,6137.4
E01006413,Knowsley 006B,3207.8
E01006414,Knowsley 006C,5021.9
E01006415,Knowsley 003A,1299.4
E01006416,Knowsley 005A,1038.8
E01006417,Knowsley 003B,4694.3
E01006418,Knowsley 005B,2868
E01006419,Knowsley 019A,3064.7
E01006420,Knowsley 017A,222.3
E01006421,Knowsley 018A,5116.8
E01006422,Knowsley 019B,4550.4
E01006423,Knowsley 019C,5610.8
E01006424,Knowsley 017B,535
E01006425,Knowsley 018B,743.8
E01006426,Knowsley 020A,4026.2
E01006427,Knowsley 019D,4203.1
E01006428,Knowsley 020B,1625.7
E01006429,Knowsley 020C,976.8
E01006430,Knowsley 018C,5543.4
E01006431,Knowsley 020D,3620.8
E01006432,Knowsley 020E,5124.5
E01006433,Knowsley 018D,4614.7
E01006434,Knowsley 005C,4944.7
E01006435,Knowsley 005D,6217.9
E01006436,Knowsley 003C,6014.9
E01006437,Knowsley 003D,2536.1
E01006438,Knowsley 005E,552
E01006439,Knowsley 005F,125.6
E01006440,Knowsley 010A,610.4
E01006442,Knowsley 010B,5524.4
E01006443,Knowsley 010C,5489.5
E01006444,Knowsley 010D,5995.7
E01006445,Knowsley 010E,6542.6
E01006446,Knowsley 005G,235.4
E01006447,Knowsley 003E,5627
E01006448,Knowsley 001A,1601.7
E01006449,Knowsley 012A,5551.7
E01006450,Knowsley 012B,4766.1
E01006451,Knowsley 012C,5807.4
E01006452,Knowsley 012D,6999.5
E01006453,Knowsley 008A,7314.4
E01006454,Knowsley 002A,6268.2
E01006455,Knowsley 004A,4213.9
E01006456,Knowsley 002B,3782.6
E01006457,Knowsley 002C,2832.8
E01006458,Knowsley 002D,4750.9
E01006459,Knowsley 009A,5591
E01006460,Knowsley 007A,5802.4
E01006461,Knowsley 007B,4651.4
E01006462,Knowsley 009B,6141.6
E01006464,Knowsley 007D,1962.3
E01006465,Knowsley 011A,1443.2
E01006466,Knowsley 007E,4694.4
E01006467,Knowsley 008B,4486.1
E01006470,Knowsley 008E,5619.3
E01006471,Knowsley 016A,1828.3
E01006472,Knowsley 014A,2667.4
E01006473,Knowsley 016B,1068.5
E01006474,Knowsley 016C,4365.7
E01006475,Knowsley 016D,4007.8
E01006476,Knowsley 016E,4969.9
E01006477,Knowsley 015A,3135.6
E01006478,Knowsley 015B,2380.6
E01006479,Knowsley 015C,6050.4
E01006480,Knowsley 015D,5950.2
E01006481,Knowsley 015E,2104.9
E01006482,Knowsley 011B,4521.9
E01006483,Knowsley 011C,7619.8
E01006484,Knowsley 011D,5130.1
E01006485,Knowsley 014B,5370
E01006486,Knowsley 014C,7287.3
E01006487,Knowsley 014D,7265.9
E01006488,Knowsley 014E,6084.2
E01006489,Knowsley 014F,7871.7
E01006490,Knowsley 002E,7198
E01006491,Knowsley 002F,5545.2
E01006492,Knowsley 001B,6562.3
E01006493,Knowsley 001C,4305.1
E01006494,Knowsley 001D,3768.8
E01006495,Knowsley 001E,4023.6
E01006496,Knowsley 009C,3485.9
E01006497,Knowsley 013A,1967.2
E01006498,Knowsley 009D,5099
E01006499,Knowsley 009E,4276.8
E01006500,Knowsley 013B,5575.6
E01006501,Knowsley 013C,2106
E01006502,Knowsley 017C,723
E01006503,Knowsley 017D,264.8
E01006504,Knowsley 013D,6472.2
E01006505,Knowsley 013E,4176.2
E01006506,Knowsley 004B,8820
E01006507,Knowsley 004C,6844.9
E01006508,Knowsley 004D,1178.7
E01006509,Knowsley 004E,3538.5
E01006510,Knowsley 004F,4804.3
E01006512,Liverpool 031A,7973.3
E01006514,Liverpool 037A,9710.3
E01006518,Liverpool 044A,7845.2
E01006519,Liverpool 056A,2587.1
E01006520,Liverpool 043A,5982.4
E01006521,Liverpool 052A,2584.2
E01006522,Liverpool 048A,3647.2
E01006523,Liverpool 052B,8949.3
E01006524,Liverpool 048B,2765.4
E01006525,Liverpool 049A,2823.9
E01006526,Liverpool 048C,2790.7
E01006527,Liverpool 053A,4149.9
E01006528,Liverpool 052C,1923.2
E01006529,Liverpool 048D,13393.2
E01006530,Liverpool 055A,6019.5
E01006531,Liverpool 055B,3318.7
E01006532,Liverpool 047A,1663.1
E01006533,Liverpool 055C,1460.7
E01006534,Liverpool 054A,5880.5
E01006535,Liverpool 054B,913.4
E01006536,Liverpool 054C,2730.8
E01006537,Liverpool 055D,2343.8
E01006538,Liverpool 055E,2997.2
E01006539,Liverpool 047B,1595.9
E01006540,Liverpool 024A,10313
E01006541,Liverpool 015A,2161.6
E01006542,Liverpool 018A,2898.6
E01006543,Liverpool 015B,7647.8
E01006544,Liverpool 015C,10896.3
E01006545,Liverpool 019A,14461
E01006546,Liverpool 019B,12075.8
E01006547,Liverpool 019C,10888.3
E01006548,Liverpool 019D,13667.9
E01006549,Liverpool 043B,6408.1
E01006550,Liverpool 038A,17272.7
E01006551,Liverpool 048E,2196.1
E01006552,Liverpool 039A,11895.3
E01006553,Liverpool 042A,8865
E01006554,Liverpool 048F,11134.1
E01006556,Liverpool 039B,8868.4
E01006557,Liverpool 038B,10784.5
E01006558,Liverpool 018B,12301.9
E01006560,Liverpool 023A,4898.2
E01006562,Liverpool 018E,11166.3
E01006563,Liverpool 024B,6006.3
E01006564,Liverpool 023B,5374
E01006565,Liverpool 029A,7014.4
E01006566,Liverpool 032A,7432
E01006567,Liverpool 026A,2822.8
E01006568,Liverpool 026B,4672.1
E01006569,Liverpool 029B,4065.9
E01006570,Liverpool 026C,3237.7
E01006571,Liverpool 026D,3560.6
E01006572,Liverpool 025A,9138.9
E01006573,Liverpool 029C,10125.6
E01006574,Liverpool 025B,7622.1
E01006575,Liverpool 034A,5031.2
E01006576,Liverpool 034B,5320.8
E01006577,Liverpool 034C,4044.5
E01006578,Liverpool 036A,6221.1
E01006579,Liverpool 034D,5729.5
E01006580,Liverpool 036B,3418
E01006581,Liverpool 036C,6523.8
E01006582,Liverpool 041A,3555.7
E01006583,Liverpool 047C,2190
E01006584,Liverpool 034E,4814.4
E01006585,Liverpool 032B,5678.5
E01006586,Liverpool 032C,4710.2
E01006587,Liverpool 032D,5347.1
E01006588,Liverpool 042C,4353.5
E01006589,Liverpool 041B,5116.1
E01006590,Liverpool 042D,5909.3
E01006591,Liverpool 041C,8030.1
E01006592,Liverpool 041D,4062.2
E01006593,Liverpool 042E,7974.7
E01006594,Liverpool 047D,4454.1
E01006595,Liverpool 049B,9046.9
E01006596,Liverpool 049C,5867.1
E01006597,Liverpool 041E,5674.7
E01006598,Liverpool 010A,7918.6
E01006599,Liverpool 010B,9334
E01006600,Liverpool 011A,5789.5
E01006603,Liverpool 011B,5435
E01006604,Liverpool 016A,5000
E01006605,Liverpool 016B,5709.7
E01006606,Liverpool 020A,3351
E01006607,Liverpool 008A,7631.1
E01006608,Liverpool 009A,3766.3
E01006609,Liverpool 009B,9261
E01006610,Liverpool 009C,8233.6
E01006611,Liverpool 012A,15470.4
E01006612,Liverpool 008B,5036.8
E01006613,Liverpool 009D,2086.7
E01006614,Liverpool 012B,14017.6
E01006615,Liverpool 012C,9294.3
E01006616,Liverpool 015D,4875
E01006617,Liverpool 021A,3973.3
E01006618,Liverpool 016C,5654
E01006619,Liverpool 021B,4587.9
E01006620,Liverpool 021C,6057.3
E01006621,Liverpool 021D,2476.5
E01006622,Liverpool 021E,7092.6
E01006623,Liverpool 013A,2777.1
E01006624,Liverpool 013B,3792.3
E01006625,Liverpool 016D,6246
E01006626,Liverpool 016E,5572.2
E01006627,Liverpool 013C,1226.2
E01006628,Liverpool 052D,3135.5
E01006629,Liverpool 052E,5185.3
E01006630,Liverpool 044B,6631.3
E01006632,Liverpool 044C,8783.9
E01006633,Liverpool 050B,6503.1
E01006637,Liverpool 017A,6548.4
E01006638,Liverpool 017B,5880.5
E01006639,Liverpool 017C,3986.2
E01006640,Liverpool 021F,3090.3
E01006641,Liverpool 025C,8882.9
E01006642,Liverpool 025D,7506.7
E01006643,Liverpool 025E,8234.5
E01006644,Liverpool 017D,5106.2
E01006645,Liverpool 017E,4758.3
E01006646,Liverpool 023C,3126.7
E01006647,Liverpool 024C,6112.7
E01006648,Liverpool 023D,3579.6
E01006651,Liverpool 001A,5399.3
E01006652,Liverpool 002A,6085.7
E01006653,Liverpool 001B,4238.5
E01006654,Liverpool 005A,2146.7
E01006655,Liverpool 001C,4725.6
E01006656,Liverpool 002B,5437.9
E01006657,Liverpool 002C,8536.6
E01006658,Liverpool 001D,8109.4
E01006659,Liverpool 005B,1135.1
E01006660,Liverpool 001E,1415.5
E01006661,Liverpool 004A,4978.9
E01006662,Liverpool 004B,2132.9
E01006663,Liverpool 004C,974.4
E01006664,Liverpool 004D,6192.6
E01006665,Liverpool 007A,2098.8
E01006666,Liverpool 007B,5820.2
E01006667,Liverpool 007C,2676.9
E01006668,Liverpool 007D,6432.8
E01006669,Liverpool 004E,6478.4
E01006670,Liverpool 007E,2250.8
E01006671,Liverpool 013D,1419.7
E01006672,Liverpool 010E,5176.3
E01006673,Liverpool 037D,7645
E01006674,Liverpool 039C,11737.7
E01006675,Liverpool 043C,4103.8
E01006676,Liverpool 044D,13299.7
E01006677,Liverpool 043D,12186
E01006678,Liverpool 044E,5767.3
E01006679,Liverpool 039D,7831.8
E01006680,Liverpool 053B,3349.8
E01006681,Liverpool 054D,4360.1
E01006682,Liverpool 053C,5858.4
E01006683,Liverpool 053D,5891.2
E01006684,Liverpool 056B,3465.9
E01006685,Liverpool 056C,5132.3
E01006686,Liverpool 053E,7063.7
E01006687,Liverpool 056D,2871.8
E01006688,Liverpool 056E,6341.2
E01006689,Liverpool 049D,3694.4
E01006690,Liverpool 028A,2296.6
E01006691,Liverpool 030A,9429.2
E01006692,Liverpool 028B,4691.6
E01006693,Liverpool 024D,4917.4
E01006694,Liverpool 030B,14904.9
E01006695,Liverpool 028C,11164.8
E01006696,Liverpool 030C,9605.2
E01006697,Liverpool 030D,15058.6
E01006698,Liverpool 012D,11569.2
E01006699,Liverpool 014A,8808.6
E01006700,Liverpool 012E,10738.2
E01006701,Liverpool 014B,6365.5
E01006702,Liverpool 014C,8470.6
E01006703,Liverpool 014D,6408.9
E01006705,Liverpool 009E,9671.6
E01006706,Liverpool 045A,2223.7
E01006707,Liverpool 045B,2239.5
E01006708,Liverpool 045C,1569.9
E01006709,Liverpool 040A,6208
E01006710,Liverpool 045D,6183.2
E01006711,Liverpool 027A,2502.8
E01006712,Liverpool 029D,10337.8
E01006713,Liverpool 029E,13055.3
E01006716,Liverpool 032E,5086.4
E01006717,Liverpool 027D,8861.9
E01006718,Liverpool 027E,10091.7
E01006719,Liverpool 027F,7797.9
E01006721,Liverpool 038C,8135
E01006722,Liverpool 038D,19456.3
E01006723,Liverpool 038E,15717.7
E01006724,Liverpool 038F,5649.7
E01006725,Liverpool 035B,5618.9
E01006726,Liverpool 035C,19051.8
E01006727,Liverpool 035D,12898.6
E01006728,Liverpool 035E,14445.5
E01006729,Liverpool 008C,8477.4
E01006730,Liverpool 011C,6108.9
E01006731,Liverpool 011D,7080
E01006732,Liverpool 011E,9358.3
E01006734,Liverpool 005C,8494.1
E01006735,Liverpool 005D,8173.2
E01006736,Liverpool 005E,5652.3
E01006737,Liverpool 005F,7670.2
E01006738,Liverpool 058A,8834.3
E01006739,Liverpool 058B,468.7
E01006740,Liverpool 057A,1713.3
E01006741,Liverpool 058C,1198
E01006742,Liverpool 057B,5083.3
E01006743,Liverpool 058D,1151.2
E01006744,Liverpool 057C,10270.8
E01006745,Liverpool 057D,4609.8
E01006746,Liverpool 030E,7609
E01006747,Liverpool 031B,5488.9
E01006748,Liverpool 031C,13574.5
E01006751,Liverpool 031F,5657.4
E01006753,Liverpool 059A,6351.3
E01006754,Liverpool 059B,3824.4
E01006755,Liverpool 059C,3083.3
E01006756,Liverpool 059D,5323.3
E01006757,Liverpool 059E,5148.9
E01006758,Liverpool 059F,5924.2
E01006759,Liverpool 028D,1730.1
E01006760,Liverpool 028E,6260.3
E01006761,Liverpool 020B,3908.4
E01006762,Liverpool 015E,6492.7
E01006763,Liverpool 020C,12200
E01006764,Liverpool 020D,10525.3
E01006765,Liverpool 020E,9473.4
E01006766,Liverpool 019E,9968.8
E01006767,Liverpool 019F,7118
E01006768,Liverpool 020F,4795.1
E01006769,Liverpool 040B,4343.6
E01006770,Liverpool 040C,5069.9
E01006771,Liverpool 040D,3175
E01006772,Liverpool 040E,3674.3
E01006773,Liverpool 036D,5598.6
E01006774,Liverpool 036E,5762
E01006775,Liverpool 040F,5719.3
E01006776,Liverpool 022B,843
E01006778,Liverpool 014E,1447.6
E01006779,Liverpool 022D,4903.5
E01006780,Liverpool 002D,7537.4
E01006781,Liverpool 003A,7800
E01006782,Liverpool 003B,10219.8
E01006783,Liverpool 002E,5324.6
E01006784,Liverpool 003C,10676.6
E01006785,Liverpool 003D,3405.7
E01006786,Liverpool 003E,7471.6
E01006787,Liverpool 006A,3775.2
E01006788,Liverpool 006B,9863.7
E01006790,Liverpool 006C,7514.5
E01006791,Liverpool 006D,5489.8
E01006792,Liverpool 046A,2392.2
E01006793,Liverpool 051A,4871.3
E01006794,Liverpool 046B,3500.2
E01006795,Liverpool 051B,4309.2
E01006796,Liverpool 047E,2587.1
E01006797,Liverpool 051C,6181.7
E01006798,Liverpool 051D,4655.7
E01006799,Liverpool 051E,6521.1
E01006800,Liverpool 046C,3682.7
E01006801,Liverpool 046D,5923
E01006802,St. Helens 002A,497.3
E01006803,St. Helens 003A,173.6
E01006804,St. Helens 002B,1059.6
E01006805,St. Helens 003B,3350.8
E01006806,St. Helens 002C,2214.4
E01006807,St. Helens 002D,632.9
E01006808,St. Helens 003C,6439.8
E01006809,St. Helens 003D,2375.6
E01006810,St. Helens 008A,7224.3
E01006811,St. Helens 008B,5444
E01006812,St. Helens 008C,4840.4
E01006813,St. Helens 008D,5740.3
E01006814,St. Helens 008E,6789.1
E01006815,St. Helens 008F,3044.8
E01006816,St. Helens 017A,3496.9
E01006817,St. Helens 017B,3544.9
E01006818,St. Helens 008G,5654.6
E01006819,St. Helens 011A,1585.3
E01006820,St. Helens 011B,5727.4
E01006821,St. Helens 011C,5438.5
E01006822,St. Helens 009A,3230.4
E01006823,St. Helens 009B,3588.1
E01006824,St. Helens 009C,4070.7
E01006825,St. Helens 009D,344.9
E01006826,St. Helens 018A,4148.5
E01006827,St. Helens 018B,1540.5
E01006828,St. Helens 018C,931.4
E01006829,St. Helens 018D,2052.5
E01006830,St. Helens 025A,6231.5
E01006831,St. Helens 016A,7148.9
E01006832,St. Helens 012A,2617.9
E01006833,St. Helens 016B,4802.3
E01006834,St. Helens 012B,4768.3
E01006835,St. Helens 016C,1318
E01006836,St. Helens 005A,387
E01006837,St. Helens 006A,1064.9
E01006838,St. Helens 006B,4525.8
E01006839,St. Helens 005B,976.2
E01006840,St. Helens 005C,883.1
E01006841,St. Helens 006C,3929.3
E01006842,St. Helens 005D,5341.5
E01006843,St. Helens 006D,6300.7
E01006844,St. Helens 020A,4244.5
E01006845,St. Helens 014A,1500.8
E01006846,St. Helens 020B,5028
E01006847,St. Helens 020C,5665.2
E01006848,St. Helens 020D,5373.9
E01006849,St. Helens 004A,5686
E01006850,St. Helens 004B,2204.2
E01006851,St. Helens 004C,823.7
E01006852,St. Helens 004D,3045.6
E01006853,St. Helens 004E,1719
E01006854,St. Helens 004F,2342.4
E01006855,St. Helens 004G,1594.6
E01006856,St. Helens 015A,1461.4
E01006857,St. Helens 015B,1234
E01006858,St. Helens 015C,6415.6
E01006859,St. Helens 015D,502.8
E01006860,St. Helens 015E,5168.2
E01006861,St. Helens 015F,5096
E01006862,St. Helens 015G,2513.2
E01006863,St. Helens 013A,4735.3
E01006864,St. Helens 013B,4662.6
E01006866,St. Helens 010A,2921
E01006867,St. Helens 010B,4460
E01006868,St. Helens 010C,4899.9
E01006869,St. Helens 010D,1793.8
E01006870,St. Helens 014B,4265.2
E01006871,St. Helens 011D,4969.6
E01006872,St. Helens 014C,2494.5
E01006873,St. Helens 014D,2417.6
E01006874,St. Helens 014E,2403.6
E01006875,St. Helens 017C,2744.4
E01006876,St. Helens 016D,6322.8
E01006877,St. Helens 012C,3651.4
E01006878,St. Helens 016E,7299.6
E01006879,St. Helens 016F,5810.7
E01006880,St. Helens 012D,9671.7
E01006881,St. Helens 012E,6748.5
E01006882,St. Helens 001A,1626.1
E01006883,St. Helens 001B,144.5
E01006884,St. Helens 001C,2061.7
E01006885,St. Helens 001D,109.3
E01006886,St. Helens 001E,463.6
E01006887,St. Helens 001F,1191.4
E01006888,St. Helens 023A,3716.2
E01006889,St. Helens 023B,615
E01006890,St. Helens 021A,5568.9
E01006891,St. Helens 023C,776
E01006892,St. Helens 021B,4453.2
E01006893,St. Helens 021C,4649.1
E01006894,St. Helens 021D,2446.4
E01006895,St. Helens 023D,2352.2
E01006896,St. Helens 020E,5676.1
E01006897,St. Helens 020F,1195.5
E01006898,St. Helens 022A,119.8
E01006899,St. Helens 017D,2088.2
E01006901,St. Helens 020G,5268.6
E01006903,St. Helens 024A,3714.2
E01006904,St. Helens 016G,6706.2
E01006905,St. Helens 024B,2023
E01006906,St. Helens 025B,5264.6
E01006907,St. Helens 024C,7352.7
E01006908,St. Helens 022C,9010.9
E01006909,St. Helens 022D,7565.9
E01006910,St. Helens 022E,1472.6
E01006911,St. Helens 022F,2984.5
E01006912,St. Helens 024E,421.4
E01006913,St. Helens 024D,4137.3
E01006914,St. Helens 007A,354
E01006915,St. Helens 007B,2934.9
E01006916,St. Helens 007C,1792.9
E01006917,St. Helens 007D,4452.2
E01006918,St. Helens 007E,3774.4
E01006919,St. Helens 007F,1398.9
E01006920,Sefton 011A,3954.3
E01006921,Sefton 012A,3346.8
E01006922,Sefton 012B,349.5
E01006923,Sefton 012C,1805.3
E01006924,Sefton 011B,3966.8
E01006925,Sefton 011C,2930.2
E01006926,Sefton 012D,2089.1
E01006927,Sefton 011D,2042.8
E01006928,Sefton 009A,3618.5
E01006929,Sefton 010A,4337.5
E01006930,Sefton 010B,5498.5
E01006931,Sefton 010C,4706.4
E01006932,Sefton 010D,2953.8
E01006933,Sefton 010E,4141.5
E01006934,Sefton 007A,4744.7
E01006935,Sefton 009B,5003
E01006936,Sefton 022A,1253.6
E01006937,Sefton 022B,4738.1
E01006938,Sefton 022C,687.4
E01006939,Sefton 022D,6592.1
E01006940,Sefton 022E,3393.6
E01006941,Sefton 028A,5297.4
E01006942,Sefton 028B,5467.8
E01006943,Sefton 022F,4557.8
E01006944,Sefton 003A,4624.4
E01006945,Sefton 004A,6290.8
E01006946,Sefton 001A,1361.9
E01006947,Sefton 002A,3896.6
E01006948,Sefton 003B,3347.2
E01006949,Sefton 003C,2958.6
E01006950,Sefton 004B,266.1
E01006951,Sefton 003D,3215.4
E01006952,Sefton 032A,6192
E01006953,Sefton 032B,4117.3
E01006954,Sefton 028C,1958.8
E01006955,Sefton 030A,7959.1
E01006956,Sefton 030B,6362.2
E01006957,Sefton 032C,1325.7
E01006958,Sefton 030C,8016.7
E01006959,Sefton 032D,4852.2
E01006960,Sefton 038A,2708.7
E01006961,Sefton 038B,5212.3
E01006962,Sefton 038C,7174.5
E01006963,Sefton 038D,17576.4
E01006964,Sefton 036A,7303.3
E01006965,Sefton 038E,8752.9
E01006966,Sefton 038F,7764.2
E01006967,Sefton 037A,6102.5
E01006969,Sefton 004D,4716.9
E01006970,Sefton 007B,7626.4
E01006971,Sefton 009C,431.9
E01006972,Sefton 009D,3813.6
E01006973,Sefton 009E,1639
E01006974,Sefton 009F,465.8
E01006976,Sefton 033A,5994.8
E01006977,Sefton 032E,2030.3
E01006978,Sefton 031A,4734.2
E01006979,Sefton 024A,1621.2
E01006980,Sefton 024B,5892
E01006981,Sefton 031B,2584.9
E01006982,Sefton 031C,4938.2
E01006983,Sefton 031D,6691.8
E01006984,Sefton 031E,8670.3
E01006985,Sefton 013A,1139.9
E01006986,Sefton 013B,607
E01006987,Sefton 013C,156.4
E01006988,Sefton 014A,1799.9
E01006989,Sefton 013D,880
E01006990,Sefton 013E,3288.3
E01006991,Sefton 015A,1822.6
E01006992,Sefton 015B,3848.7
E01006993,Sefton 015C,370.4
E01006994,Sefton 007C,5975.6
E01006995,Sefton 008A,4116
E01006996,Sefton 007D,5752
E01006997,Sefton 008B,3110.8
E01006998,Sefton 007E,6431.5
E01006999,Sefton 008C,2064.6
E01007000,Sefton 008D,5081.9
E01007001,Sefton 008E,2529.4
E01007002,Sefton 008F,2365.4
E01007003,Sefton 036B,9649.1
E01007004,Sefton 034A,7673.5
E01007005,Sefton 034B,1112.3
E01007006,Sefton 036C,5815.4
E01007007,Sefton 037B,3348.2
E01007008,Sefton 037C,2998
E01007009,Sefton 037D,802.3
E01007010,Sefton 037E,4823.9
E01007011,Sefton 034C,7039.5
E01007012,Sefton 036D,6358.1
E01007013,Sefton 036E,9705.9
E01007014,Sefton 033B,6343
E01007016,Sefton 034D,5046.5
E01007017,Sefton 034E,7681.7
E01007019,Sefton 035A,4491.6
E01007020,Sefton 021A,5320.5
E01007021,Sefton 025A,5399.8
E01007022,Sefton 021B,296.8
E01007023,Sefton 021C,2170
E01007024,Sefton 024C,5491.6
E01007025,Sefton 025B,4649.6
E01007026,Sefton 024D,5511
E01007027,Sefton 021D,653.5
E01007028,Sefton 001B,4631.5
E01007029,Sefton 001C,2905.8
E01007030,Sefton 001D,4086.8
E01007031,Sefton 002B,1462.1
E01007032,Sefton 002C,3295.3
E01007033,Sefton 002D,4720.8
E01007034,Sefton 003E,4350.6
E01007035,Sefton 002E,1091.1
E01007036,Sefton 001E,338.2
E01007037,Sefton 021E,1123.6
E01007038,Sefton 021F,227.7
E01007039,Sefton 026A,3416.4
E01007040,Sefton 026B,252.8
E01007041,Sefton 027A,848
E01007042,Sefton 026C,2168.8
E01007043,Sefton 027B,4242
E01007044,Sefton 026D,5299.1
E01007045,Sefton 026E,1605.6
E01007046,Sefton 027C,3895
E01007047,Sefton 033E,2720.7
E01007048,Sefton 029A,2525.6
E01007049,Sefton 035B,3786.1
E01007050,Sefton 035C,7042.9
E01007051,Sefton 035D,4184.3
E01007052,Sefton 035E,8046.1
E01007053,Sefton 027D,2716.1
E01007054,Sefton 029B,1704.2
E01007055,Sefton 005A,4083.9
E01007056,Sefton 005B,5950.1
E01007057,Sefton 005C,2469
E01007058,Sefton 006A,5498.7
E01007059,Sefton 006B,5569.4
E01007060,Sefton 006C,1574.7
E01007061,Sefton 006D,6693.8
E01007062,Sefton 005D,5396.2
E01007063,Sefton 005E,6305.2
E01007064,Sefton 006E,4504.1
E01007065,Sefton 020A,5799.7
E01007066,Sefton 020B,5512.1
E01007067,Sefton 017A,298.5
E01007068,Sefton 017B,1989.9
E01007069,Sefton 017C,4335.4
E01007070,Sefton 017D,1559.5
E01007071,Sefton 020C,1398.9
E01007072,Sefton 020D,3246.8
E01007073,Sefton 020E,2610.9
E01007074,Sefton 019A,3980.7
E01007075,Sefton 016A,1687.8
E01007076,Sefton 016B,126.5
E01007077,Sefton 016C,4758.1
E01007078,Sefton 015D,3654
E01007079,Sefton 014B,2427.7
E01007080,Sefton 014C,4448.2
E01007081,Sefton 014D,3002.3
E01007082,Sefton 016D,3912.8
E01007083,Sefton 023A,5067.3
E01007084,Sefton 027E,3751.1
E01007085,Sefton 023B,6156.7
E01007086,Sefton 023C,4709.7
E01007087,Sefton 029C,3293.9
E01007088,Sefton 029D,3035.3
E01007089,Sefton 024E,6555
E01007090,Sefton 029E,4678.5
E01007091,Sefton 023D,3721.3
E01007092,Sefton 023E,4710.3
E01007095,Sefton 018C,4209.4
E01007096,Sefton 018D,6813.4
E01007097,Sefton 019B,4498.3
E01007098,Sefton 019C,902.6
E01007099,Sefton 019D,1564.2
E01007100,Sefton 018E,1664.6
E01007101,Sefton 017E,5772.8
E01007102,Sefton 030D,7481.4
E01007103,Sefton 030E,6270.2
E01007104,Sefton 028D,6149.1
E01007105,Sefton 025C,4571.3
E01007106,Sefton 025D,7608.4
E01007107,Sefton 025E,6647.1
E01007108,Sefton 025F,6074.8
E01007109,Sefton 028E,8287.1
E01007110,Wirral 035A,262.6
E01007111,Wirral 032A,4726.7
E01007112,Wirral 032B,5016.6
E01007113,Wirral 032C,2127.6
E01007114,Wirral 032D,6439.4
E01007115,Wirral 031A,3301.5
E01007116,Wirral 032E,3548.3
E01007117,Wirral 035B,4055.6
E01007118,Wirral 035C,4671.1
E01007119,Wirral 019A,4021
E01007120,Wirral 011A,2773
E01007121,Wirral 011B,966
E01007122,Wirral 011C,5347.6
E01007123,Wirral 011D,5660.3
E01007124,Wirral 011E,1738.1
E01007125,Wirral 015A,8663
E01007127,Wirral 016B,9789.8
E01007128,Wirral 016C,3794.9
E01007129,Wirral 016D,7108.5
E01007130,Wirral 021A,11700.5
E01007131,Wirral 021B,9252.3
E01007133,Wirral 016E,1656.2
E01007135,Wirral 039A,1015.8
E01007136,Wirral 039B,6117.7
E01007137,Wirral 039C,4652.7
E01007138,Wirral 031B,8751.2
E01007139,Wirral 031C,4949.2
E01007141,Wirral 031D,3679.4
E01007142,Wirral 036B,1246.1
E01007143,Wirral 036C,1045.1
E01007144,Wirral 038A,67.3
E01007145,Wirral 038B,2444.7
E01007146,Wirral 038C,4523.4
E01007147,Wirral 038D,1911.6
E01007148,Wirral 038E,1564.3
E01007149,Wirral 041A,3761.6
E01007150,Wirral 041B,2064.4
E01007151,Wirral 035D,3973.4
E01007152,Wirral 036D,3136.1
E01007153,Wirral 036E,6215.5
E01007154,Wirral 035E,5234.1
E01007155,Wirral 020A,2421.7
E01007156,Wirral 015B,2882.9
E01007157,Wirral 015C,3053.1
E01007158,Wirral 015D,4450
E01007159,Wirral 015E,1620.4
E01007160,Wirral 020B,4194.5
E01007161,Wirral 019B,2937.9
E01007162,Wirral 019C,7172.5
E01007163,Wirral 024A,3547.1
E01007164,Wirral 042A,755.6
E01007165,Wirral 041C,4537.6
E01007166,Wirral 042B,4550.5
E01007167,Wirral 042C,4669.1
E01007168,Wirral 042D,2115.3
E01007169,Wirral 042E,804.5
E01007170,Wirral 039D,2691
E01007171,Wirral 041D,2706.8
E01007172,Wirral 041E,4193.2
E01007173,Wirral 029A,5535
E01007174,Wirral 029B,6233.1
E01007175,Wirral 027A,7870.8
E01007176,Wirral 029C,6360.1
E01007177,Wirral 029D,4141.4
E01007178,Wirral 029E,4636.1
E01007179,Wirral 021C,8565.7
E01007180,Wirral 022A,7752.6
E01007181,Wirral 022B,6284.3
E01007182,Wirral 037A,1920.9
E01007183,Wirral 034A,563.7
E01007184,Wirral 037B,3852.5
E01007185,Wirral 037C,5519
E01007186,Wirral 040A,3072
E01007187,Wirral 040B,474.8
E01007188,Wirral 040C,1227.7
E01007189,Wirral 040D,2036
E01007190,Wirral 040E,672.9
E01007191,Wirral 040F,229.4
E01007192,Wirral 037D,1322.8
E01007193,Wirral 014A,1580.6
E01007194,Wirral 014B,7810.5
E01007195,Wirral 013A,387.6
E01007196,Wirral 026A,818.2
E01007197,Wirral 026B,2798.8
E01007198,Wirral 026C,2948.2
E01007199,Wirral 013B,2053
E01007200,Wirral 014C,3994.6
E01007201,Wirral 014D,5880.2
E01007202,Wirral 014E,962.6
E01007203,Wirral 006A,1799.8
E01007204,Wirral 009A,2786.2
E01007205,Wirral 006B,3743.6
E01007206,Wirral 009B,2155.4
E01007207,Wirral 009C,2574.1
E01007208,Wirral 012A,5021.1
