Lower layer Super Output Areas Code,Lower layer Super Output Areas,Observation
E01035366,Cheshire West and Chester 007G,1723.4
E01035367,Cheshire West and Chester 007H,7762.2
E01035368,Cheshire West and Chester 007I,4234.7
E01035369,Cheshire West and Chester 018D,835.3
E01035370,Cheshire West and Chester 018E,5693.8
E01035371,Cheshire West and Chester 018F,3976.3
E01035372,Cheshire West and Chester 018G,1508.5
E01035373,Cheshire West and Chester 033G,6833.3
E01035374,Cheshire West and Chester 033H,7732.6
E01035375,Cheshire West and Chester 034F,9643.1
E01035376,Cheshire West and Chester 034G,3147
E01035377,Cheshire West and Chester 034H,8417
E01035378,Cheshire West and Chester 034I,1490.6
E01035379,Cheshire West and Chester 041E,3888.7
E01035380,Cheshire West and Chester 041F,3175
E01035381,Cheshire West and Chester 041G,289.2
E01035382,Halton 012G,1344.5
E01035383,Halton 012H,7437.5
E01035384,Warrington 009E,2283.9
E01035385,Warrington 009F,1243.7
E01035386,Warrington 009G,4064.5
E01035387,Warrington 009H,6112.9
E01035388,Warrington 009I,4919.8
E01035389,Warrington 010G,4440.6
E01035390,Warrington 010H,5093.7
E01035391,Warrington 020F,2744.5
E01035392,Warrington 020G,5705
